soil_type,rainfall_mm,temp_high_c,temp_low_c,humidity_percent,sunlight_hours,wind_speed_kmph,temp_avg_c,recommended_crop
Sandy,96.7,20.9,16.9,23.6,4.2,17.4,18.9,Soybean
Alluvial,118.1,37.6,23.5,86.5,6.5,18,30.6,Wheat
Red,63.1,36.3,23.4,69.2,9.7,15.1,29.8,Groundnut
Laterite,368.7,33.3,10.8,42.4,5.2,22.8,22,Sesame
Alluvial,315.6,26.8,19.7,42.4,6.7,30,23.2,Mustard
Black,332.5,21.4,20.5,80.3,4.2,21.9,21,Cotton
Sandy,363.1,31.6,21.2,83.2,9.8,21,26.4,Chana
Sandy,219.5,34.4,16.4,82.4,11,20.3,25.4,Tur
Black,191.5,21.9,5.2,76.6,8.5,21.5,13.6,Bajra
Calcareous,145.5,32.7,20.2,77.3,4.2,11.6,26.4,Bajra
Clayey,243.9,25.7,7.1,60.1,5.7,11,16.4,Wheat
Laterite,192.6,35.3,7.3,22,7.5,24,21.3,Sugarcane
Peaty,191.6,30.8,17.1,26.1,8.7,3.5,24,Soybean
Alluvial,376,22.6,24.7,65.5,8,23.3,23.6,Soybean
Black,393.9,30.5,9.9,48.1,11.3,24.8,20.2,Cotton
Red,322.7,27.9,17.9,59.7,11.5,16.6,22.9,Tur
Alluvial,307.6,23.6,11.1,36.2,4.9,27.5,17.4,Rice
Clayey,278.6,36.8,23,65.5,5.1,15.2,29.9,Chana
Red,83.1,20.2,16.9,37,6.9,7,18.5,Tur
Saline,42.5,26.2,9.1,52.3,7.4,12.1,17.6,Wheat
Sandy,282.5,20.3,10.2,53.5,8.7,27.4,15.2,Soybean
Saline,296.9,21.9,13.6,32.4,10.2,29.8,17.8,Cotton
Alluvial,37.8,25.9,7.4,81.3,5.1,13.8,16.6,Groundnut
Clayey,372.7,21.1,6.6,56.8,10.4,6.7,13.8,Chana
Laterite,54.6,31.9,18.6,80.7,8.9,10,25.2,Bajra
Alluvial,128.6,21.7,13.1,38.4,11.8,17.5,17.4,Chana
Black,275.5,34,19.5,32.1,9.2,18,26.8,Cotton
Loamy,84.6,21.1,7.2,21.3,9.7,19.6,14.2,Rice
Alluvial,41.1,21.2,17.2,26.6,5.6,25.4,19.2,Groundnut
Sandy,145.8,26.1,13.9,30.3,10.2,21.9,20,Bajra
Sandy,311.1,37.9,6.2,25.5,4.6,9.3,22,Groundnut
Alluvial,177.2,32.8,15.9,82.8,9.3,13.1,24.3,Wheat
Red,268.1,35.4,6.7,83.8,4.4,25.5,21,Soybean
Loamy,240.3,22.8,21.6,85.6,4.9,19.7,22.2,Maize
Black,28.4,36.7,17.6,87.2,4.9,6.7,27.2,Sesame
Alluvial,395.6,20.2,16.1,54.4,4.4,11.1,18.2,Sugarcane
Red,35.7,24.3,7.7,57.1,6.6,24.2,16,Tur
Sandy,387.8,32.3,10.7,29.2,12,6.8,21.5,Rice
Sandy,228.9,27.5,14.9,29.6,6.8,21.3,21.2,Maize
Clayey,386,39.7,17.7,74.1,10.1,17.8,28.7,Cotton
Alluvial,63.6,20.6,8.7,79.9,5.1,6.1,14.6,Cotton
Loamy,206.4,40,5.2,74.9,7.6,21.3,22.6,Maize
Calcareous,84.4,32.5,11.9,78.4,5.5,6,22.2,Cotton
Loamy,39.4,31.2,14.7,39.4,5.5,13.2,23,Sesame
Sandy,254.7,21.2,8.7,52.6,4.8,10.6,15,Groundnut
Sandy,99,25.5,14.8,52.1,7.5,21.3,20.2,Soybean
Saline,243.3,38.5,11.8,89.7,4.6,23.9,25.2,Rice
Sandy,62.7,27.1,14.1,86.4,11.3,6.7,20.6,Groundnut
Black,146.2,33.2,11.9,61.9,7.6,24.7,22.6,Sesame
Peaty,317,40,17.6,29.7,10.7,2.2,28.8,Bajra
Alluvial,186.1,25.3,5.9,38.1,11.8,16.8,15.6,Bajra
Loamy,258.5,31.5,8.4,45.5,9.4,16.5,20,Tur
Peaty,266,33.9,13.7,81.1,11.2,19.5,23.8,Maize
Red,340.6,23.3,12.1,31.9,5.1,8.7,17.7,Mustard
Calcareous,143.5,23,12.8,35.4,10.6,2.3,17.9,Barley
Black,281.2,29.1,21.1,44.5,6.2,14.7,25.1,Cotton
Loamy,385.4,27.7,22.7,84.9,7.8,4,25.2,Maize
Peaty,297.5,34.3,10,55.3,9.2,27,22.2,Soybean
Calcareous,206.2,21.4,21.7,65.3,11.2,6.9,21.5,Barley
Saline,259.7,39.4,14.2,47.1,11.3,13.9,26.8,Cotton
Black,301.1,20.3,10.5,33.2,4.7,14.2,15.4,Cotton
Black,252.7,32,24.7,35.6,6.9,17.5,28.4,Cotton
Saline,26.3,31.3,21.5,76.2,10.3,23.9,26.4,Mustard
Alluvial,94,22.7,24.9,82.5,9.6,15.2,23.8,Sugarcane
Saline,328,23,8.4,54.5,4.2,2.7,15.7,Maize
Black,123.6,35.9,7.9,45,7.6,23.6,21.9,Rice
Black,298,37.8,15.1,76.5,10.6,4.3,26.4,Cotton
Peaty,161.4,25.7,17.8,67.1,9.9,20,21.8,Rice
Sandy,218.3,28.8,8.4,22.9,7.3,24.5,18.6,Cotton
Calcareous,45.8,27.1,22.2,44.6,9.9,9.9,24.6,Bajra
Saline,88.9,21.5,15.6,67.8,8.4,14.6,18.6,Tur
Calcareous,383.7,33.5,13.2,60.2,11.3,2.4,23.4,Soybean
Saline,358.3,36.5,17,88.5,8.7,24.5,26.8,Chana
Red,267.9,26.1,17.7,80.6,7.2,21.7,21.9,Groundnut
Black,194.7,39.8,5.9,24.2,10.9,8.5,22.8,Wheat
Sandy,276.8,21.5,25,70.8,4.4,12.9,23.2,Rice
Peaty,255.1,33.2,12.3,43.5,11.2,21.5,22.8,Bajra
Sandy,236,29,6.2,67.7,9.6,12,17.6,Chana
Sandy,42.5,28.9,22,63.2,11.5,6.5,25.4,Groundnut
Sandy,260.5,29.2,24.9,55.2,6,16.5,27,Tur
Calcareous,312.2,25.2,21.3,79.7,9.6,22.3,23.2,Barley
Saline,397.8,34.3,22,69.6,10.5,11,28.2,Wheat
Laterite,24.2,34.4,17.5,82.3,9.6,5.4,26,Sesame
Red,297.5,25.6,23.4,39.7,5.7,25.2,24.5,Groundnut
Loamy,237.3,36.7,5.7,44.4,6.2,9.1,21.2,Soybean
Sandy,184.9,26.3,20.3,63.5,8.5,16.4,23.3,Rice
Alluvial,68.5,34.5,18.4,87.7,7.6,21.4,26.4,Wheat
Calcareous,175.5,22.4,6,46,9.9,10.9,14.2,Chana
Peaty,154.7,23.4,15.9,22.3,7,20.2,19.6,Sesame
Loamy,135.1,26.3,15.3,51.2,10.9,14.9,20.8,Mustard
Laterite,297.7,31.9,18.8,58.1,7.5,18,25.4,Groundnut
Alluvial,286.3,32.9,6.6,76.1,4.3,18.5,19.8,Sesame
Laterite,243.8,27.9,21.1,71,4.1,25.1,24.5,Rice
Loamy,376.7,21.6,7.8,87.5,9.2,20.4,14.7,Wheat
Sandy,152.9,27.5,13.4,74.8,8.3,9.4,20.4,Sesame
Alluvial,112.6,33.8,22.6,40.9,8.3,3.7,28.2,Wheat
Laterite,269.2,33.4,16.2,64.9,10.3,2.1,24.8,Rice
Peaty,95.5,23.2,12.6,67.1,7,27.3,17.9,Cotton
Saline,139.7,20.2,6,89.9,12,28.4,13.1,Tur
Black,105.3,35.1,18.4,29.7,11.6,4.6,26.8,Sugarcane
Saline,46.3,22.1,24.7,33.4,4.1,15.6,23.4,Wheat
Loamy,334.4,21.6,23.2,30.9,11.2,6.2,22.4,Groundnut
Calcareous,116.7,20.1,19.3,61.2,9.4,28.6,19.7,Sugarcane
Black,199.8,28.7,7.1,29.5,8,8.9,17.9,Rice
Red,36.5,30.1,9.8,65.9,8.7,16,20,Bajra
Peaty,285.7,32.8,8.7,76.3,10.7,6.6,20.8,Bajra
Red,145.6,25.9,12.1,50.3,11.6,11.3,19,Rice
Alluvial,303,34.2,9.7,59.2,8.5,9.5,22,Groundnut
Black,176.7,23.4,9.9,83.9,5.5,15.3,16.6,Barley
Red,94.4,36.6,17.3,59.9,9.1,13.8,27,Soybean
Red,215,31.4,11.4,34.6,4.6,11.3,21.4,Groundnut
Laterite,69.6,31.7,18.5,44,9.1,5,25.1,Sugarcane
Saline,187.4,24.2,24,57.1,10.5,15.6,24.1,Groundnut
Laterite,140.6,21.5,17.8,30.8,6.8,25.8,19.6,Maize
Black,366.5,29.3,20,62.9,4.6,22.4,24.6,Chana
Black,43.2,32.3,20,89.9,9.5,22.2,26.2,Wheat
Loamy,283.7,21.9,11.6,65.7,6.7,12.3,16.8,Tur
Laterite,89.4,39,5.3,46.1,6,21.8,22.2,Cotton
Clayey,141.2,39.6,6.1,43.2,9.5,15,22.8,Sugarcane
Saline,177.9,30.9,10.6,85.2,11.8,6.2,20.8,Groundnut
Black,365,39,18.8,81,10,13.7,28.9,Cotton
Loamy,112.2,23.6,23.1,53.1,7.9,5.7,23.4,Maize
Laterite,54.7,20.5,24.2,44.7,8.8,5.2,22.4,Sesame
Saline,141.1,20.8,5.5,69.7,5.1,2.6,13.2,Tur
Laterite,59.8,31.8,24.8,42,10.5,9.9,28.3,Barley
Red,68.9,21.2,11.4,28.4,8.8,11.3,16.3,Cotton
Loamy,238.1,39.2,21.9,41.7,11.7,21.6,30.6,Maize
Saline,43.1,22.8,8.6,50.4,11.8,17.1,15.7,Chana
Sandy,31.8,26.1,6.3,37.9,6.8,26,16.2,Rice
Alluvial,291.5,36.5,12.6,35.2,11.9,6.9,24.6,Wheat
Alluvial,157.4,24.4,22.2,20.4,11.7,9.4,23.3,Wheat
Saline,67.6,24.9,9.4,64.2,9.1,28.4,17.2,Sugarcane
Laterite,116.4,32.8,8.1,63,6.7,14.4,20.4,Wheat
Loamy,264,25.5,23.2,33.2,10,24.1,24.4,Barley
Alluvial,124.7,24.3,23.8,86.1,6.2,15.8,24,Wheat
Loamy,207.9,25.1,5.3,48.7,9,15.2,15.2,Bajra
Alluvial,66.2,29.8,19.5,21.8,4.2,6.1,24.6,Sesame
Red,243.5,39.3,11.2,35.4,9,25.8,25.2,Groundnut
Laterite,140.1,36.6,12.5,68.4,11.6,4.2,24.6,Wheat
Red,258.2,25.7,14.4,34.1,5.9,10.7,20,Wheat
Alluvial,327.2,27.3,13.5,23.8,10.2,20.9,20.4,Maize
Sandy,252.4,29.3,15.3,63.2,6.3,16.2,22.3,Cotton
Sandy,132.4,39.6,16.6,56.3,9.7,26.7,28.1,Bajra
Red,117.2,23.4,14.3,73.3,9.6,3.1,18.8,Rice
Sandy,144.4,27.1,19,74.1,5.5,20.2,23,Rice
Alluvial,82.6,34.6,19.4,87.2,8.8,15.4,27,Tur
Saline,88.8,39.3,13.8,24,10.9,6.3,26.6,Sesame
Red,320.5,23.1,7.8,22.7,7.1,22.8,15.4,Barley
Calcareous,166.2,24.5,17.8,89.1,9.7,13.5,21.2,Rice
Laterite,185.7,24.5,20.5,65.1,9.4,16.9,22.5,Rice
Sandy,245.7,20.4,17.8,70.1,6.1,29.1,19.1,Chana
Sandy,244.1,32.1,16.8,26.8,11.3,15.6,24.5,Wheat
Black,45.6,33.4,9.6,24.9,8.5,25.1,21.5,Cotton
Clayey,336,32.1,17.9,31.2,6.8,23.5,25,Soybean
Red,87.4,21.4,11.7,49.9,5.3,20.6,16.5,Rice
Peaty,294.8,21.4,23.4,27.7,7.8,27.1,22.4,Chana
Sandy,313.6,24.2,18.1,51.2,9.8,9,21.2,Bajra
Laterite,291.7,25.8,10.6,59.3,9,25,18.2,Wheat
Calcareous,240,35.7,14.5,20,9.8,12.6,25.1,Barley
Sandy,25.6,23.2,21.9,28,10.3,24.7,22.5,Groundnut
Calcareous,156.9,20.9,11.7,46.3,7.5,15.8,16.3,Sesame
Alluvial,249.8,27.9,15.5,23.7,8.2,26,21.7,Wheat
Alluvial,167.2,28.3,18.6,29.3,11.9,27.1,23.5,Wheat
Clayey,348.1,29,20.1,36.2,11.7,18.7,24.6,Wheat
Saline,137.3,36.5,8.5,50.1,7.3,16.2,22.5,Bajra
Peaty,131.5,22,16.3,70,9.5,23.9,19.2,Wheat
Black,121.1,34.1,23.2,29.3,6.1,9.5,28.6,Sugarcane
Clayey,146.5,26.8,24.4,71.7,5.2,2.4,25.6,Rice
Loamy,231.8,26.2,18.1,79.9,10.1,13.4,22.2,Maize
Black,288.7,38.7,24.7,65.6,7.5,16.2,31.7,Cotton
Red,271.8,25,16.4,23.1,5.4,10.3,20.7,Maize
Laterite,326.9,32.9,13.9,50.8,10.1,12.7,23.4,Bajra
Loamy,356.6,25.5,16,66.2,11.3,5.7,20.8,Soybean
Loamy,330.1,30.1,7.3,88.5,11.5,9.8,18.7,Sugarcane
Clayey,27.2,35.7,13,86.6,8.8,8.7,24.4,Wheat
Saline,299.6,37.6,14.2,47.7,7.8,10.4,25.9,Cotton
Clayey,99.2,36.8,22,63.1,5.1,10.4,29.4,Sugarcane
Red,70.5,31.6,20.2,82.4,10.3,17.7,25.9,Soybean
Sandy,262.6,25,17,78.2,11.6,9,21,Mustard
Sandy,141.5,33.2,11.9,53.6,11.1,28.3,22.6,Sesame
Saline,41.7,34.2,8.7,38.3,10,16.3,21.5,Mustard
Red,72.3,20.2,12,29.6,4,5.6,16.1,Mustard
Saline,20.4,28.8,18.6,54.2,7.3,9.8,23.7,Chana
Calcareous,363.2,36.9,10.3,70.6,7.3,22.4,23.6,Chana
Sandy,29.4,29.8,13.5,87.9,11.2,2.4,21.6,Maize
Loamy,99.6,26.2,12.7,80.3,4.5,28.3,19.4,Rice
Peaty,178.2,37.4,20.3,34.3,8.2,14.5,28.8,Maize
Laterite,155.5,23.1,22.7,70.4,5.1,16.6,22.9,Rice
Red,366.5,24.1,19,40.2,9.3,29.7,21.6,Sugarcane
Black,35.3,33.7,11.8,67.8,10.3,16.1,22.8,Groundnut
Saline,214.6,27,13.7,66.6,9.1,28.5,20.4,Sugarcane
Laterite,278.6,34.3,7.9,39.1,10.4,27.6,21.1,Sesame
Black,374,23.2,8.4,36.4,8.9,28.4,15.8,Tur
Laterite,255.7,25,8.3,27.3,5.5,24.7,16.6,Rice
Peaty,325.4,23.1,7.6,23.5,7.1,10.3,15.4,Barley
Black,51.8,39.1,8.6,80.1,11.7,11.7,23.8,Groundnut
Clayey,166.7,28.1,9.1,23.5,6.3,12.2,18.6,Rice
Alluvial,162.1,26.7,7.2,26.2,4.5,29.4,17,Barley
Clayey,356.8,20.3,17.8,36.7,7.1,12.1,19,Mustard
Sandy,77.5,23.1,24.8,82.1,6.9,5,24,Wheat
Alluvial,77.7,28.4,22.6,43.3,7.8,23.8,25.5,Tur
Clayey,144.9,21.4,5.9,33.4,8.5,12.2,13.6,Cotton
Alluvial,40.7,30.2,13.5,70.1,11.9,19.4,21.8,Rice
Alluvial,89.3,29.1,22.2,42.3,10,27.9,25.6,Wheat
Loamy,386.8,35.3,7.7,43.3,4.3,18.1,21.5,Wheat
Saline,182.7,33.2,22,71.7,9.7,19.9,27.6,Barley
Saline,260.2,28.9,16.9,37.6,10.6,20,22.9,Soybean
Loamy,295.9,24.5,23.6,82.8,11.2,19.1,24,Groundnut
Laterite,159.4,34.5,22.5,59.3,7.4,6.5,28.5,Chana
Calcareous,75.9,34.2,18.5,57.6,6.5,14.8,26.4,Maize
Laterite,98.5,23.1,18.2,38.5,10.7,2.2,20.6,Rice
Black,139,38.3,9.3,78.5,10.2,19.5,23.8,Groundnut
Black,261.7,21.3,7.3,60.1,8.3,18.1,14.3,Sesame
Alluvial,171.3,21.1,13.3,30.9,4.9,10.9,17.2,Cotton
Clayey,22.6,23.7,8.7,34.4,9.2,16.7,16.2,Bajra
Clayey,218.9,38.2,7,52.8,4.5,15.8,22.6,Soybean
Saline,370.2,30.4,11,74.6,4.8,9,20.7,Sesame
Red,328.6,35.8,22.2,85.8,6.6,10.2,29,Maize
Laterite,333.6,24.6,5.3,66.4,7,23.4,15,Rice
Sandy,322.1,29.8,10.9,55.4,7.7,23.2,20.4,Barley
Peaty,143,27.2,13.5,37.6,6.7,15.2,20.4,Sesame
Clayey,310.8,36.6,15.2,67.1,4.3,22.1,25.9,Tur
Peaty,74.4,20.5,8.6,88.8,5.3,14.6,14.6,Rice
Alluvial,269.9,24.9,24.3,53.3,4.9,25.8,24.6,Wheat
Peaty,263.8,23.1,16.6,31.3,7.4,11.3,19.8,Soybean
Sandy,29.7,37.2,15.4,27.2,5.7,28,26.3,Groundnut
Loamy,319.4,29.4,5.2,38.8,6.3,17.2,17.3,Tur
Sandy,363.2,28.1,14.7,59.9,7.8,17,21.4,Tur
Peaty,121.6,29,21.8,86.3,5.9,20.8,25.4,Tur
Sandy,328.7,39.4,9.4,40.9,6,11.5,24.4,Rice
Calcareous,51.3,37,12,41.4,10.7,22.3,24.5,Soybean
Alluvial,248,34.1,5.4,53.7,8.4,11,19.8,Tur
Laterite,204.5,25.8,24.5,84.3,10.9,13.1,25.2,Rice
Loamy,227.5,23.3,6.3,49.3,8.1,20.9,14.8,Barley
Clayey,372,38.4,23,35.6,11.3,12.6,30.7,Mustard
Black,351.1,28.5,11.3,31.4,6,7.6,19.9,Mustard
Laterite,318.3,25.6,16.8,52,8.9,26.4,21.2,Bajra
Black,124,29.4,18.6,76,8,27.8,24,Maize
Alluvial,366.5,38.4,7.8,40.4,11.3,19.5,23.1,Sugarcane
Loamy,57.1,27.7,13.9,55.9,7.3,24.7,20.8,Tur
Saline,344.3,31.3,11.5,62.2,10.8,29.6,21.4,Cotton
Clayey,144.7,36.1,6.1,51.5,8.5,19.2,21.1,Tur
Calcareous,40.4,28.5,21.7,33.4,9.7,27.4,25.1,Sesame
Saline,274.4,24.7,5.9,84.5,11.1,12.1,15.3,Barley
Alluvial,107.9,39.9,18.1,59.6,12,21.6,29,Wheat
Laterite,112.6,39.1,11.3,71,9.8,3.6,25.2,Mustard
Calcareous,136.3,36.9,8.8,64.5,6.5,24.1,22.8,Barley
Sandy,44.2,33.8,18.3,89.9,6.4,25.2,26,Groundnut
Peaty,87.3,25.9,16.5,51.9,6.5,13.2,21.2,Groundnut
Calcareous,22,38.3,11.3,49.7,4.8,19.9,24.8,Barley
Alluvial,189.3,25.5,15.3,45.2,4.4,26,20.4,Wheat
Red,52,36,9.9,45.3,8.6,26.7,23,Barley
Peaty,279.4,38.4,22.3,39.3,10.5,5,30.4,Maize
Black,109.5,32.1,11.3,88.6,4.3,25.2,21.7,Maize
Clayey,378.6,36.1,9.9,81,8.5,9.7,23,Barley
Black,351.1,35.8,20,42.2,7,22.4,27.9,Cotton
Calcareous,130,23.9,5.4,41.4,11.1,11.1,14.6,Groundnut
Black,317.6,33.4,10.4,27.2,5.2,3.6,21.9,Maize
Alluvial,325.2,21.9,12.5,81.4,8.5,7.9,17.2,Cotton
Sandy,394.9,30.2,22.6,46,11.8,13.4,26.4,Sesame
Laterite,247.2,23.2,24,60.1,6.8,22.8,23.6,Rice
Clayey,51.1,28.3,19.3,83,9.9,4.8,23.8,Wheat
Black,265.8,36.7,14.9,48.6,11.1,24.8,25.8,Cotton
Black,257.5,39.7,17.8,76.5,5.5,29.9,28.8,Cotton
Calcareous,262.6,26.4,13.3,50.1,11.9,24.1,19.8,Mustard
Laterite,136.7,30.6,11,69.1,10.5,15.3,20.8,Maize
Saline,346.7,30.2,24,50.2,5.1,17.9,27.1,Maize
Black,384.6,39.1,7.3,47.5,6.5,2.2,23.2,Bajra
Alluvial,102.7,29.6,11.9,89.3,9,7.9,20.8,Wheat
Red,53.5,34,23,62.9,11.1,27.2,28.5,Soybean
Clayey,93.9,38.4,19.5,45.7,5.6,2.6,29,Sesame
Black,331.8,27.5,5.6,38,9.8,27.3,16.6,Tur
Alluvial,277.1,38,5.5,22.8,6.2,5.2,21.8,Wheat
Alluvial,261.7,38.3,15.3,69.5,10.4,5.7,26.8,Wheat
Clayey,172.7,38.6,14.7,46.1,9.5,6.9,26.6,Sugarcane
Saline,239.6,25.4,13.9,77.5,8.2,24.4,19.6,Bajra
Alluvial,137,28,11,45.5,9.2,15.4,19.5,Mustard
Red,201.3,37.4,24.7,46.1,11,6.1,31,Sugarcane
Alluvial,321.4,27.2,10.4,74.5,7.1,21.2,18.8,Mustard
Alluvial,392.9,32,14.8,54.3,10.2,28.3,23.4,Rice
Alluvial,374.3,22.4,13.1,81.9,5.3,18,17.8,Tur
Sandy,374.9,21.1,8.4,61.3,9.6,4.8,14.8,Maize
Sandy,172.8,28.2,9.1,36.8,10,3.5,18.6,Mustard
Saline,198.1,31.6,23.4,59.8,7.5,24.3,27.5,Wheat
Black,288.1,27.9,22.2,20.3,10.3,19.5,25,Groundnut
Alluvial,370.4,31.6,9,41.9,8.5,27.8,20.3,Rice
Laterite,74,30.3,22.5,34.6,11.5,17.3,26.4,Tur
Black,135.6,33.7,9.2,65.8,4.9,3.7,21.5,Soybean
Saline,72.9,33,17.5,29.5,5,13.3,25.2,Bajra
Loamy,252.6,28.5,6.6,40.3,10.7,20.4,17.6,Tur
Black,136.4,28.5,22.6,43.2,10.7,12.8,25.6,Sesame
Black,143.9,22.8,6,20.2,7.8,30,14.4,Rice
Peaty,46.9,30.3,16.1,23.3,11.7,13.4,23.2,Barley
Calcareous,152.9,31.7,20.6,41.8,9.4,17.3,26.2,Barley
Peaty,347.7,29.5,7.3,35.6,11.9,8.3,18.4,Sugarcane
Red,108.6,26.5,13.1,28.2,8.3,6.3,19.8,Sesame
Sandy,284.2,34.4,5.8,30.8,5.6,20.1,20.1,Bajra
Sandy,259.3,21.5,18.7,78.5,7.6,18.5,20.1,Cotton
Calcareous,348.1,38.3,11.1,67.8,11.8,2.1,24.7,Barley
Clayey,70.3,20.4,16.2,53.9,7,10,18.3,Sesame
Clayey,391.5,39.2,23.7,83.6,11.7,20,31.4,Sugarcane
Saline,241.4,29.2,11.1,22.1,10.4,24.7,20.2,Rice
Calcareous,398.3,28.3,6,44.1,7.5,10.7,17.2,Maize
Black,366.4,25.1,18.5,77.6,8.3,20.1,21.8,Chana
Clayey,104.2,20.2,20.7,64,8.9,9.4,20.4,Mustard
Alluvial,41.3,25.5,24.2,88.7,9.3,21.3,24.8,Sesame
Laterite,117.1,22.2,8.2,86.1,4.6,21.5,15.2,Rice
Black,220.5,33.2,12.8,31.9,11.5,5.6,23,Mustard
Red,85.2,26.4,21.9,88,8.8,20.6,24.2,Sesame
Alluvial,83.6,35.3,21.1,86.2,11.4,11.3,28.2,Cotton
Alluvial,195.8,24.1,17.5,46.2,9.1,6.8,20.8,Wheat
Calcareous,32.6,38,10.4,88.8,7.4,16,24.2,Bajra
Saline,66.3,30.5,10.7,22.5,8.5,14.7,20.6,Bajra
Red,178,22.3,7.5,66.3,10.6,23.7,14.9,Sesame
Clayey,44,28,23.4,38.6,6.6,4.4,25.7,Bajra
Calcareous,170.8,24.1,8.5,29.1,11.7,24.1,16.3,Rice
Clayey,200.1,24,16.5,60.4,7.7,5,20.2,Cotton
Calcareous,191.5,30.1,16.7,41.4,11.6,7.8,23.4,Bajra
Calcareous,350.3,33.4,12.4,66.7,11,16.4,22.9,Maize
Calcareous,221.4,38.2,12.1,57.8,10.1,15,25.2,Sesame
Saline,197.8,30,18.4,47.5,7.7,29.7,24.2,Cotton
Calcareous,176.1,39.3,12.8,32.7,8.7,18.5,26,Wheat
Loamy,330.7,38.8,10.1,62.1,10.7,11.2,24.4,Maize
Laterite,360.1,37.3,13,78,8.4,27.2,25.2,Cotton
Clayey,344.2,30,21.2,62,9.9,10.7,25.6,Sesame
Black,275.9,22.8,24.3,62.7,10.3,9.7,23.6,Barley
Peaty,72.2,24.4,17.7,55.8,8.1,15.8,21,Chana
Red,125.2,33,20.6,47.2,8.3,27.6,26.8,Groundnut
Sandy,37.5,28.4,15.7,52,5.6,21.8,22,Cotton
Saline,373.7,22.9,17.5,89.3,6,21,20.2,Chana
Black,271.1,29.6,24.8,72.5,11.2,22.3,27.2,Cotton
Alluvial,303.6,20.3,13.8,50.1,10.7,20.5,17,Chana
Loamy,138.4,34.7,6.3,52,4.1,23.3,20.5,Rice
Sandy,341.3,21.5,24.1,55,11,7.4,22.8,Tur
Peaty,118.6,32.6,20.9,66.2,4.2,7,26.8,Sugarcane
Black,20.6,35.9,13,52.6,7.7,12.1,24.4,Groundnut
Sandy,163,22.7,24.6,68,4.5,25.8,23.6,Rice
Black,236.9,30.4,11.9,43,11.8,22,21.2,Wheat
Loamy,201.9,35.6,12.4,48.7,11.8,17.9,24,Maize
Peaty,347.6,25.2,17.2,80.5,8.9,2.5,21.2,Groundnut
Alluvial,60.1,23.3,10.5,43,7.1,8.6,16.9,Soybean
Calcareous,230.5,26.7,19,87.5,8.1,24.5,22.8,Bajra
Clayey,214.9,31.1,8.1,32.1,10.1,8.8,19.6,Chana
Alluvial,126.9,31.5,7.2,36.9,5.8,22.4,19.4,Mustard
Calcareous,332.4,22.6,15.7,52.5,7.5,7.2,19.2,Barley
Saline,306.1,29.2,16.1,75.8,9.9,19,22.6,Groundnut
Laterite,298.5,25.4,7.1,71.2,7.2,19.6,16.2,Rice
Red,353,36.8,24.3,32.2,4.3,23.1,30.6,Tur
Red,294.7,26.3,16.5,36.6,8.1,14.3,21.4,Sesame
Clayey,108.1,36.8,8,60.3,9.9,19.7,22.4,Tur
Peaty,288.1,28.6,11.2,40.7,11.8,15.6,19.9,Barley
Loamy,136.9,34.5,21,49.6,4.3,28.5,27.8,Maize
Peaty,112,30.2,15.5,54.1,8.3,16.6,22.8,Rice
Loamy,47.7,32.4,8.8,61.6,7.6,7.9,20.6,Maize
Peaty,302.7,27.9,7.1,37.6,5.9,20.7,17.5,Barley
Laterite,290.2,35.4,13.6,31.4,9.1,17.4,24.5,Barley
Saline,109.1,28.5,11.7,47.9,5.3,24.5,20.1,Soybean
Saline,304.8,29.1,18.1,25.7,6.3,7,23.6,Tur
Calcareous,368.8,30.4,23.5,56.9,10.3,9.3,27,Tur
Sandy,61.1,36.6,10,78.8,7.7,27.8,23.3,Mustard
Saline,108.4,33.2,22.1,28.3,11.9,28,27.6,Soybean
Saline,305.1,27,23.4,27.9,7.1,14.4,25.2,Barley
Alluvial,124.3,33.4,23,25.6,7.7,3.3,28.2,Wheat
Alluvial,257.4,32.8,24,79.4,6.4,10.6,28.4,Wheat
Calcareous,50.8,38.6,21.8,25.6,5.9,8.9,30.2,Soybean
Sandy,191.8,36.8,16.9,88.8,11.4,13.6,26.8,Chana
Clayey,300.9,32.9,13.2,45.1,10,10.9,23,Mustard
Alluvial,280.9,26.8,14.8,43,6.7,25.2,20.8,Wheat
Clayey,329.7,35.6,22.5,26.4,9.6,2.1,29,Bajra
Black,353.4,31.5,11,61,11.7,20,21.2,Maize
Alluvial,313.8,39.7,8.2,61,4.6,20.6,24,Rice
Laterite,275.2,25,7.8,54.6,6.1,20.5,16.4,Sugarcane
Sandy,32.1,21.6,21.5,41.8,5.6,16.6,21.6,Barley
Calcareous,223.3,21.4,20.2,45.8,11,19.1,20.8,Barley
Black,34.3,32.8,15,42.4,5.4,24.7,23.9,Sugarcane
Sandy,327.1,38.8,10.5,49.8,6.5,24,24.6,Wheat
Laterite,141.9,20,18.6,43.9,8.4,3,19.3,Mustard
Sandy,233.7,34.5,5.8,67.3,9,2.9,20.2,Tur
Laterite,126.2,33.1,16.4,40.7,10.5,25.5,24.8,Sugarcane
Laterite,317.4,34.6,13,44.6,7.3,18.1,23.8,Sugarcane
Clayey,356.9,27.1,24.6,50.5,8.3,28.8,25.8,Bajra
Peaty,171.5,36.4,15.2,20.3,11.7,14.1,25.8,Tur
Black,347.9,20.9,16,54.4,6.4,6.9,18.4,Maize
Sandy,121.5,35.1,19.2,37.9,6,15.3,27.2,Barley
Loamy,223.2,25.3,14.7,23.9,9.7,14.2,20,Sugarcane
